org_code,name,rtt_type,count_wait_more_18_weeks,count_wait_more_52_weeks,perc_wait_more_18_weeks,perc_wait_more_52_weeks,count_total
ACG07,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEICESTERSHIRE - LEICESTER (STONEYGATE EYE HOSPITAL),New RTT Periods - All Patients,0,0,0,0,249
ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,Completed Pathways For Admitted Patients,0,0,0,0,38
ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,Incomplete Pathways,0,0,0,0,19
ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,Incomplete Pathways with DTA,0,0,0,0,19
ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,New RTT Periods - All Patients,0,0,0,0,50
ACG09,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH DERBYSHIRE - BARLBOROUGH TREATMENT CENTRE,Completed Pathways For Admitted Patients,83,0,0.6335877862595419,0,131
ACG09,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH DERBYSHIRE - BARLBOROUGH TREATMENT CENTRE,Completed Pathways For Non-Admitted Patients,9,0,0.10465116279069768,0,86
ACG09,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH DERBYSHIRE - BARLBOROUGH TREATMENT CENTRE,Incomplete Pathways,185,12,0.2908805031446541,0.018867924528301886,636
ACG09,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH DERBYSHIRE - BARLBOROUGH TREATMENT CENTRE,Incomplete Pathways with DTA,171,9,0.7095435684647303,0.03734439834024896,241
ACG09,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH DERBYSHIRE - BARLBOROUGH TREATMENT CENTRE,New RTT Periods - All Patients,0,0,0,0,231
ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,Completed Pathways For Admitted Patients,15,0,0.056818181818181816,0,264
ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,Completed Pathways For Non-Admitted Patients,37,0,0.11419753086419752,0,324
ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,Incomplete Pathways,34,2,0.06525911708253358,0.003838771593090211,521
ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,Incomplete Pathways with DTA,6,2,0.12,0.04,50
ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,New RTT Periods - All Patients,0,0,0,0,466
ACG13,NEWMEDICA COMMUNITY OPHTHALMOLOGY - GLOUCESTERSHIRE - GLOUCESTER (ASPEN CENTRE) (ACG13),Completed Pathways For Admitted Patients,181,0,0.5201149425287356,0,348
ACG13,NEWMEDICA COMMUNITY OPHTHALMOLOGY - GLOUCESTERSHIRE - GLOUCESTER (ASPEN CENTRE) (ACG13),Completed Pathways For Non-Admitted Patients,14,0,0.15217391304347827,0,92
ACG13,NEWMEDICA COMMUNITY OPHTHALMOLOGY - GLOUCESTERSHIRE - GLOUCESTER (ASPEN CENTRE) (ACG13),Incomplete Pathways,90,4,0.21844660194174756,0.009708737864077669,412
ACG13,NEWMEDICA COMMUNITY OPHTHALMOLOGY - GLOUCESTERSHIRE - GLOUCESTER (ASPEN CENTRE) (ACG13),Incomplete Pathways with DTA,39,2,0.28888888888888886,0.014814814814814815,135
ACG13,NEWMEDICA COMMUNITY OPHTHALMOLOGY - GLOUCESTERSHIRE - GLOUCESTER (ASPEN CENTRE) (ACG13),New RTT Periods - All Patients,0,0,0,0,116
ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,Completed Pathways For Admitted Patients,12,0,0.04897959183673469,0,245
ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,Completed Pathways For Non-Admitted Patients,4,0,0.029197080291970802,0,137
ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,Incomplete Pathways,62,12,0.0850480109739369,0.01646090534979424,729
ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,Incomplete Pathways with DTA,37,7,0.12627986348122866,0.023890784982935155,293
ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,New RTT Periods - All Patients,0,0,0,0,393
ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,Completed Pathways For Admitted Patients,84,0,0.34146341463414637,0,246
ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,Completed Pathways For Non-Admitted Patients,6,0,0.040268456375838924,0,149
ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,Incomplete Pathways,206,23,0.18642533936651584,0.02081447963800905,1105
ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,Incomplete Pathways with DTA,176,21,0.2503556187766714,0.029871977240398292,703
ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,New RTT Periods - All Patients,0,0,0,0,311
ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,Completed Pathways For Admitted Patients,8,0,0.05970149253731343,0,134
ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,Completed Pathways For Non-Admitted Patients,64,0,0.5079365079365079,0,126
ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,Incomplete Pathways,88,6,0.1423948220064725,0.009708737864077669,618
ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,Incomplete Pathways with DTA,15,2,0.15306122448979592,0.02040816326530612,98
ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,New RTT Periods - All Patients,0,0,0,0,288
ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,Completed Pathways For Admitted Patients,9,0,0.015384615384615385,0,585
ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,Completed Pathways For Non-Admitted Patients,7,0,0.03888888888888889,0,180
ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,Incomplete Pathways,66,0,0.06560636182902585,0,1006
ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,Incomplete Pathways with DTA,19,0,0.08333333333333333,0,228
ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,New RTT Periods - All Patients,0,0,0,0,975
ACG30,NEWMEDICA - WORKSOP - DUKERIES,Completed Pathways For Non-Admitted Patients,1,0,0.02702702702702703,0,37
ACG30,NEWMEDICA - WORKSOP - DUKERIES,Incomplete Pathways,1,0,0.01694915254237288,0,59
ACG30,NEWMEDICA - WORKSOP - DUKERIES,New RTT Periods - All Patients,0,0,0,0,67
ACG36,NEWMEDICA - EXETER - GLEN HOUSE,Completed Pathways For Admitted Patients,6,0,0.039735099337748346,0,151
ACG36,NEWMEDICA - EXETER - GLEN HOUSE,Completed Pathways For Non-Admitted Patients,0,0,0,0,117
ACG36,NEWMEDICA - EXETER - GLEN HOUSE,Incomplete Pathways,15,0,0.020080321285140562,0,747
ACG36,NEWMEDICA - EXETER - GLEN HOUSE,Incomplete Pathways with DTA,10,0,0.03289473684210526,0,304
ACG36,NEWMEDICA - EXETER - GLEN HOUSE,New RTT Periods - All Patients,0,0,0,0,630
ACG37,NEWMEDICA - IPSWICH,Completed Pathways For Admitted Patients,23,0,0.08518518518518518,0,270
ACG37,NEWMEDICA - IPSWICH,Completed Pathways For Non-Admitted Patients,1,0,0.009009009009009009,0,111
ACG37,NEWMEDICA - IPSWICH,Incomplete Pathways,17,0,0.0480225988700565,0,354
ACG37,NEWMEDICA - IPSWICH,Incomplete Pathways with DTA,12,0,0.07894736842105263,0,152
ACG37,NEWMEDICA - IPSWICH,New RTT Periods - All Patients,0,0,0,0,387
ACG38,NEWMEDICA - LANGFORD,Completed Pathways For Non-Admitted Patients,3,0,0.02608695652173913,0,115
ACG38,NEWMEDICA - LANGFORD,Incomplete Pathways,10,3,0.06535947712418301,0.0196078431372549,153
ACG38,NEWMEDICA - LANGFORD,New RTT Periods - All Patients,0,0,0,0,126
ACG39,NEWMEDICA - SWINDON,Completed Pathways For Non-Admitted Patients,0,0,0,0,41
ACG39,NEWMEDICA - SWINDON,Incomplete Pathways,6,1,0.047619047619047616,0.007936507936507936,126
ACG39,NEWMEDICA - SWINDON,New RTT Periods - All Patients,0,0,0,0,68
ACG40,NEWMEDICA - WAKEFIELD,Completed Pathways For Admitted Patients,0,0,0,0,35
ACG40,NEWMEDICA - WAKEFIELD,Completed Pathways For Non-Admitted Patients,0,0,0,0,70
ACG40,NEWMEDICA - WAKEFIELD,Incomplete Pathways,0,0,0,0,155
ACG40,NEWMEDICA - WAKEFIELD,Incomplete Pathways with DTA,0,0,0,0,41
ACG40,NEWMEDICA - WAKEFIELD,New RTT Periods - All Patients,0,0,0,0,191
ACG41,NEWMEDICA - FROME,Completed Pathways For Admitted Patients,1,0,0.018518518518518517,0,54
ACG41,NEWMEDICA - FROME,Completed Pathways For Non-Admitted Patients,0,0,0,0,13
ACG41,NEWMEDICA - FROME,Incomplete Pathways,8,0,0.025,0,320
ACG41,NEWMEDICA - FROME,Incomplete Pathways with DTA,7,0,0.051470588235294115,0,136
ACG41,NEWMEDICA - FROME,New RTT Periods - All Patients,0,0,0,0,242
ACM,EYE CARE MEDICAL LTD,Completed Pathways For Non-Admitted Patients,0,0,0,0,34
ACM,EYE CARE MEDICAL LTD,Incomplete Pathways,0,0,0,0,4
ACM,EYE CARE MEDICAL LTD,New RTT Periods - All Patients,0,0,0,0,35
ADN,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,Completed Pathways For Non-Admitted Patients,55,10,0.088,0.016,625
ADN,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,Incomplete Pathways,661,154,0.31536259541984735,0.07347328244274809,2096
ADN,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,New RTT Periods - All Patients,0,0,0,0,887
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Completed Pathways For Admitted Patients,103,0,0.553763440860215,0,186
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Completed Pathways For Non-Admitted Patients,199,0,0.44026548672566373,0,452
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Incomplete Pathways,309,0,0.31370558375634516,0,985
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Incomplete Pathways with DTA,226,0,0.46887966804979253,0,482
ADP02,KIMS HOSPITAL (NEWNHAM COURT),New RTT Periods - All Patients,0,0,0,0,265
AHP,ST MICHAEL'S CLINIC LIMITED,Completed Pathways For Non-Admitted Patients,88,6,0.24043715846994534,0.01639344262295082,366
AHP,ST MICHAEL'S CLINIC LIMITED,Incomplete Pathways,164,6,0.1692466460268318,0.006191950464396285,969
AHP,ST MICHAEL'S CLINIC LIMITED,New RTT Periods - All Patients,0,0,0,0,465
AJ8,THE GRANGE MEDICAL CENTRE HQ,Completed Pathways For Non-Admitted Patients,0,0,0,0,56
AJ8,THE GRANGE MEDICAL CENTRE HQ,Incomplete Pathways,0,0,0,0,206
AJ8,THE GRANGE MEDICAL CENTRE HQ,New RTT Periods - All Patients,0,0,0,0,92
AJX,SUSSEX MSK PARTNERSHIP 2,Completed Pathways For Admitted Patients,88,23,0.4131455399061033,0.107981220657277,213
AJX,SUSSEX MSK PARTNERSHIP 2,Completed Pathways For Non-Admitted Patients,431,35,0.2511655011655012,0.020396270396270396,1716
AJX,SUSSEX MSK PARTNERSHIP 2,Incomplete Pathways,2690,459,0.3501692267638636,0.05975006508721687,7682
AJX,SUSSEX MSK PARTNERSHIP 2,Incomplete Pathways with DTA,889,201,0.6541574687270052,0.1479028697571744,1359
AJX,SUSSEX MSK PARTNERSHIP 2,New RTT Periods - All Patients,0,0,0,0,2255
AP201,EAST SUSSEX OUTPATIENT SERVICES (ESOPS),Completed Pathways For Non-Admitted Patients,73,44,0.7019230769230769,0.4230769230769231,104
AP201,EAST SUSSEX OUTPATIENT SERVICES (ESOPS),Incomplete Pathways,558,219,0.6966292134831461,0.27340823970037453,801
AP201,EAST SUSSEX OUTPATIENT SERVICES (ESOPS),New RTT Periods - All Patients,0,0,0,0,93
AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,Completed Pathways For Non-Admitted Patients,45,0,0.1048951048951049,0,429
AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,Incomplete Pathways,30,0,0.06289308176100629,0,477
AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,New RTT Periods - All Patients,0,0,0,0,472
AXG,WILTSHIRE HEALTH & CARE,Completed Pathways For Non-Admitted Patients,0,0,0,0,690
AXG,WILTSHIRE HEALTH & CARE,Incomplete Pathways,1,0,0.0012121212121212121,0,825
AXG,WILTSHIRE HEALTH & CARE,New RTT Periods - All Patients,0,0,0,0,874
B9M3W,SPAMEDICA SOUTHAMPTON,Incomplete Pathways,0,0,0,0,22
B9M3W,SPAMEDICA SOUTHAMPTON,Incomplete Pathways with DTA,0,0,0,0,18
B9M3W,SPAMEDICA SOUTHAMPTON,New RTT Periods - All Patients,0,0,0,0,21
DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),Completed Pathways For Admitted Patients,52,0,0.1780821917808219,0,292
DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),Completed Pathways For Non-Admitted Patients,15,0,0.16129032258064516,0,93
DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),Incomplete Pathways,106,0,0.12974296205630356,0,817
DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),Incomplete Pathways with DTA,52,0,0.20233463035019456,0,257
DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),New RTT Periods - All Patients,0,0,0,0,429
DFY,COTSWOLDS SURGICAL PARTNERS LLP,Completed Pathways For Non-Admitted Patients,2,2,0.03278688524590164,0.03278688524590164,61
DFY,COTSWOLDS SURGICAL PARTNERS LLP,Incomplete Pathways,2,1,0.015873015873015872,0.007936507936507936,126
DFY,COTSWOLDS SURGICAL PARTNERS LLP,New RTT Periods - All Patients,0,0,0,0,75
DTT,PHOENIX PUBLIC HEALTH LTD,Completed Pathways For Admitted Patients,12,7,0.9230769230769231,0.5384615384615384,13
DTT,PHOENIX PUBLIC HEALTH LTD,Completed Pathways For Non-Admitted Patients,2,1,1,0.5,2
DTT,PHOENIX PUBLIC HEALTH LTD,Incomplete Pathways,91,10,0.48404255319148937,0.05319148936170213,188
DTT,PHOENIX PUBLIC HEALTH LTD,Incomplete Pathways with DTA,37,4,0.9736842105263158,0.10526315789473684,38
DX1,THE NEW FOSCOTE HOSPITAL LTD,Completed Pathways For Admitted Patients,1,1,0.1,0.1,10
DX1,THE NEW FOSCOTE HOSPITAL LTD,Completed Pathways For Non-Admitted Patients,0,0,0,0,2
DX1,THE NEW FOSCOTE HOSPITAL LTD,Incomplete Pathways,15,15,0.06976744186046512,0.06976744186046512,215
DX1,THE NEW FOSCOTE HOSPITAL LTD,Incomplete Pathways with DTA,5,5,0.22727272727272727,0.22727272727272727,22
DX1,THE NEW FOSCOTE HOSPITAL LTD,New RTT Periods - All Patients,0,0,0,0,48
GEC01,WESSEX RAPID DIAGNOSTIC SERVICE (SOUTHERN HOUSE),Completed Pathways For Non-Admitted Patients,0,0,0,0,31
GEC01,WESSEX RAPID DIAGNOSTIC SERVICE (SOUTHERN HOUSE),Incomplete Pathways,0,0,0,0,32
GEC01,WESSEX RAPID DIAGNOSTIC SERVICE (SOUTHERN HOUSE),New RTT Periods - All Patients,0,0,0,0,40
I9A4A,SPAMEDICA BRIGHTON,Incomplete Pathways,0,0,0,0,1
I9A4A,SPAMEDICA BRIGHTON,New RTT Periods - All Patients,0,0,0,0,1
L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),Completed Pathways For Admitted Patients,14,0,0.4,0,35
L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),Completed Pathways For Non-Admitted Patients,2,0,0.009950248756218905,0,201
L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),Incomplete Pathways,158,0,0.1592741935483871,0,992
L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),Incomplete Pathways with DTA,157,0,0.23969465648854962,0,655
L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),New RTT Periods - All Patients,0,0,0,0,443
L6O7H,SPAMEDICA POOLE,Completed Pathways For Non-Admitted Patients,0,0,0,0,4
L6O7H,SPAMEDICA POOLE,Incomplete Pathways,0,0,0,0,29
L6O7H,SPAMEDICA POOLE,Incomplete Pathways with DTA,0,0,0,0,10
L6O7H,SPAMEDICA POOLE,New RTT Periods - All Patients,0,0,0,0,33
NAM01,PROBUS SURGICAL CENTRE,Completed Pathways For Admitted Patients,31,2,0.15422885572139303,0.009950248756218905,201
NAM01,PROBUS SURGICAL CENTRE,Completed Pathways For Non-Admitted Patients,5,1,0.1,0.02,50
NAM01,PROBUS SURGICAL CENTRE,Incomplete Pathways,180,61,0.3333333333333333,0.11296296296296296,540
NAM01,PROBUS SURGICAL CENTRE,Incomplete Pathways with DTA,144,38,0.45141065830721006,0.11912225705329153,319
NAM01,PROBUS SURGICAL CENTRE,New RTT Periods - All Patients,0,0,0,0,73
NCN,DMC COMMUNITY OUTPATIENT SERVICES,Completed Pathways For Non-Admitted Patients,2,1,0.00819672131147541,0.004098360655737705,244
NCN,DMC COMMUNITY OUTPATIENT SERVICES,Incomplete Pathways,2,0,0.008,0,250
NCN,DMC COMMUNITY OUTPATIENT SERVICES,New RTT Periods - All Patients,0,0,0,0,436
NCR,ISIGHT,Completed Pathways For Admitted Patients,14,1,0.12727272727272726,0.00909090909090909,110
NCR,ISIGHT,Completed Pathways For Non-Admitted Patients,3,0,0.02654867256637168,0,113
NCR,ISIGHT,Incomplete Pathways,39,1,0.08609271523178808,0.002207505518763797,453
NCR,ISIGHT,Incomplete Pathways with DTA,35,1,0.18324607329842932,0.005235602094240838,191
NCR,ISIGHT,New RTT Periods - All Patients,0,0,0,0,228
NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,Completed Pathways For Non-Admitted Patients,5,0,0.012285012285012284,0,407
NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,Incomplete Pathways,5,0,0.008944543828264758,0,559
NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,New RTT Periods - All Patients,0,0,0,0,475
NDL01,SUFFOLK GP FEDERATION - WOODBRIDGE,Completed Pathways For Non-Admitted Patients,2,0,0.006944444444444444,0,288
NDL01,SUFFOLK GP FEDERATION - WOODBRIDGE,Incomplete Pathways,3,0,0.0125,0,240
NDL01,SUFFOLK GP FEDERATION - WOODBRIDGE,New RTT Periods - All Patients,0,0,0,0,350
NEJ01,HAND TO ELBOW CLINIC (BATH),Completed Pathways For Non-Admitted Patients,5,1,0.5,0.1,10
NEJ01,HAND TO ELBOW CLINIC (BATH),Incomplete Pathways,3,0,0.5,0,6
NEJ01,HAND TO ELBOW CLINIC (BATH),New RTT Periods - All Patients,0,0,0,0,3
NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,Completed Pathways For Admitted Patients,1,0,0.00390625,0,256
NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,Completed Pathways For Non-Admitted Patients,0,0,0,0,429
NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,Incomplete Pathways,7,4,0.018421052631578946,0.010526315789473684,380
NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,Incomplete Pathways with DTA,4,4,0.02631578947368421,0.02631578947368421,152
NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,New RTT Periods - All Patients,0,0,0,0,658
NEY,PIONEER HEALTHCARE LIMITED,Completed Pathways For Admitted Patients,16,1,0.8,0.05,20
NEY,PIONEER HEALTHCARE LIMITED,Completed Pathways For Non-Admitted Patients,26,8,0.4262295081967213,0.13114754098360656,61
NEY,PIONEER HEALTHCARE LIMITED,Incomplete Pathways,186,56,0.6138613861386139,0.1848184818481848,303
NEY,PIONEER HEALTHCARE LIMITED,Incomplete Pathways with DTA,106,36,0.75177304964539,0.2553191489361702,141
NEY,PIONEER HEALTHCARE LIMITED,New RTT Periods - All Patients,0,0,0,0,54
NFH,SOMERSET SURGICAL SERVICES HQ,Completed Pathways For Admitted Patients,79,53,0.626984126984127,0.42063492063492064,126
NFH,SOMERSET SURGICAL SERVICES HQ,Completed Pathways For Non-Admitted Patients,20,15,0.3508771929824561,0.2631578947368421,57
NFH,SOMERSET SURGICAL SERVICES HQ,Incomplete Pathways,366,193,0.5622119815668203,0.2964669738863287,651
NFH,SOMERSET SURGICAL SERVICES HQ,Incomplete Pathways with DTA,311,166,0.6941964285714286,0.3705357142857143,448
NFH,SOMERSET SURGICAL SERVICES HQ,New RTT Periods - All Patients,0,0,0,0,147
NL8,LOCALA COMMUNITY PARTNERSHIPS CIC,Completed Pathways For Admitted Patients,7,2,0.7777777777777778,0.2222222222222222,9
NL8,LOCALA COMMUNITY PARTNERSHIPS CIC,Completed Pathways For Non-Admitted Patients,56,5,0.16231884057971013,0.014492753623188406,345
NL8,LOCALA COMMUNITY PARTNERSHIPS CIC,Incomplete Pathways,121,17,0.07320024198427103,0.0102843315184513,1653
NL8,LOCALA COMMUNITY PARTNERSHIPS CIC,Incomplete Pathways with DTA,10,7,0.7692307692307693,0.5384615384615384,13
NL8,LOCALA COMMUNITY PARTNERSHIPS CIC,New RTT Periods - All Patients,0,0,0,0,777
NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,Completed Pathways For Admitted Patients,6,0,0.3157894736842105,0,19
NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,Completed Pathways For Non-Admitted Patients,45,0,0.06008010680907877,0,749
NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,Incomplete Pathways,85,0,0.36637931034482757,0,232
NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,Incomplete Pathways with DTA,2,0,1,0,2
NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,New RTT Periods - All Patients,0,0,0,0,392
NLF06,OLDHAM INTEGRATED CARE CENTRE,Completed Pathways For Non-Admitted Patients,22,0,0.017377567140600316,0,1266
NLF06,OLDHAM INTEGRATED CARE CENTRE,Incomplete Pathways,43,2,0.02581032412965186,0.0012004801920768306,1666
NLF06,OLDHAM INTEGRATED CARE CENTRE,New RTT Periods - All Patients,0,0,0,0,1478
NLX,SIRONA CARE & HEALTH,Completed Pathways For Non-Admitted Patients,83,6,0.1824175824175824,0.013186813186813187,455
NLX,SIRONA CARE & HEALTH,Incomplete Pathways,152,4,0.09700063816209317,0.0025526483726866626,1567
NLX,SIRONA CARE & HEALTH,New RTT Periods - All Patients,0,0,0,0,1120
NMG,CONNECT HEALTH LIMITED,Completed Pathways For Non-Admitted Patients,60,1,0.009216589861751152,1.5360983102918587e-4,6510
NMG,CONNECT HEALTH LIMITED,Incomplete Pathways,47,0,0.011402231926249394,0,4122
NMG,CONNECT HEALTH LIMITED,New RTT Periods - All Patients,0,0,0,0,6738
NN4,TYNESIDE SURGICAL SERVICES LTD,Completed Pathways For Admitted Patients,10,0,0.25,0,40
NN4,TYNESIDE SURGICAL SERVICES LTD,Completed Pathways For Non-Admitted Patients,39,29,0.2582781456953642,0.19205298013245034,151
NN4,TYNESIDE SURGICAL SERVICES LTD,Incomplete Pathways,193,81,0.2942073170731707,0.12347560975609756,656
NN4,TYNESIDE SURGICAL SERVICES LTD,Incomplete Pathways with DTA,128,62,0.46715328467153283,0.22627737226277372,274
NN4,TYNESIDE SURGICAL SERVICES LTD,New RTT Periods - All Patients,0,0,0,0,244
NN5,MANCHESTER SURGICAL SERVICES LTD,Completed Pathways For Admitted Patients,8,0,0.38095238095238093,0,21
NN5,MANCHESTER SURGICAL SERVICES LTD,Completed Pathways For Non-Admitted Patients,6,0,0.1935483870967742,0,31
NN5,MANCHESTER SURGICAL SERVICES LTD,Incomplete Pathways,173,14,0.6628352490421456,0.05363984674329502,261
NN5,MANCHESTER SURGICAL SERVICES LTD,Incomplete Pathways with DTA,104,12,0.9629629629629629,0.1111111111111111,108
NN5,MANCHESTER SURGICAL SERVICES LTD,New RTT Periods - All Patients,0,0,0,0,48
NN8,SPENCER PRIVATE HOSPITALS LTD,Completed Pathways For Admitted Patients,13,12,0.8666666666666667,0.8,15
NN8,SPENCER PRIVATE HOSPITALS LTD,Completed Pathways For Non-Admitted Patients,90,28,0.24793388429752067,0.07713498622589532,363
NN8,SPENCER PRIVATE HOSPITALS LTD,Incomplete Pathways,871,268,0.5795076513639388,0.17831004657351962,1503
NN8,SPENCER PRIVATE HOSPITALS LTD,Incomplete Pathways with DTA,597,235,0.8155737704918032,0.32103825136612024,732
NN8,SPENCER PRIVATE HOSPITALS LTD,New RTT Periods - All Patients,0,0,0,0,327
NNE,DORKING HEALTHCARE LIMITED (DHC),Completed Pathways For Admitted Patients,28,7,0.8,0.2,35
