org_code,name,attendances_type_1,attendances_type_2,attendences_type_3,attendences_total,perc_4_hours_or_less_type_1,perc_4_hours_or_less_type_2,perc_4_hours_or_less_type_3,perc_4_hours_or_less_all,num_patients_more_4_hours_from_decision_to_admit_to_admission,num_patients_more_12_hours_from_decision_to_admit_to_admission
RYG,Coventry And Warwickshire Partnership NHS Trust,0,0,0,0,NA,NA,NA,NA,0,0
RY8,Derbyshire Community Health Services NHS Foundation Trust,0,0,6521,6521,NA,NA,1,1,0,0
NNJ,Dhu Health Care C.I.C,0,0,868,868,NA,NA,1,1,0,0
Y03007,Erdington GP Health & Wellbeing Wic,0,0,1861,1861,NA,NA,1,1,0,0
RLT,George Eliot Hospital NHS Trust,5281,0,1814,7095,0.8905510320015149,NA,0.9994487320837927,0.9183932346723045,97,0
RNQ,Kettering General Hospital NHS Foundation Trust,8103,0,0,8103,NA,NA,NA,NA,410,0
C82038,Latham House Medical Practice,0,0,229,229,NA,NA,1,1,0,0
RY5,Lincolnshire Community Health Services NHS Trust,0,0,7307,7307,NA,NA,0.9919255508416587,0.9919255508416587,0,0
NNJ0H,Llr Ea - The Merlyn Vaz Health & Social Care Centre,0,0,1947,1947,NA,NA,1,1,0,0
NJS05,Loughborough Urgent Care Centre,0,0,3834,3834,NA,NA,0.9379238393322901,0.9379238393322901,0,0
NNJ12,Market Harborough,0,0,245,245,NA,NA,1,1,0,0
C82009,Market Harborough Med.Ctr,0,0,285,285,NA,NA,1,1,0,0
NNJ13,Melton Mowbray,0,0,211,211,NA,NA,1,1,0,0
RNS,Northampton General Hospital NHS Trust,8172,598,1494,10264,0.8303964757709251,0.9983277591973244,1,0.8648674980514419,206,0
NR3,Nottingham Citycare Partnership,0,0,4127,4127,NA,NA,0.9956384783135449,0.9956384783135449,0,0
RX1,Nottingham University Hospitals NHS Trust,14466,1564,176,16206,NA,NA,NA,NA,535,0
NNJ14,Oadby,0,0,1190,1190,NA,NA,1,1,0,0
NNJ15,Oakham,0,0,154,154,NA,NA,0.9935064935064936,0.9935064935064936,0,0
C82010,Oakham Medical Practice,0,0,171,171,NA,NA,1,1,0,0
RXK,Sandwell And West Birmingham Hospitals NHS Trust,12998,1026,4596,18620,0.7917371903369749,0.8801169590643275,0.9986945169712794,0.8476906552094522,303,0
RK5,Sherwood Forest Hospitals NHS Foundation Trust,8443,0,3852,12295,0.9175648466185006,NA,0.9779335410176532,0.9364782431882879,54,1
R1D,Shropshire Community Health NHS Trust,0,0,2254,2254,NA,NA,0.9991126885536823,0.9991126885536823,0,0
C83023,Sleaford Medical Group,0,0,318,318,NA,NA,1,1,0,0
Y02615,South Birmingham GP Walk In Centre,0,0,7379,7379,NA,NA,1,1,0,0
RJC,South Warwickshire NHS Foundation Trust,6360,0,0,6360,0.8880503144654088,NA,NA,0.8880503144654088,25,0
Y02961,Summerfield GP Surg & Urgent Care Centre,0,0,2623,2623,NA,NA,1,1,0,0
RNA,The Dudley Group NHS Foundation Trust,8493,0,7007,15500,0.7953608854350642,NA,0.9868702725845583,0.8819354838709678,1290,0
RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0,0,0,0,NA,NA,NA,NA,0,0
RL4,The Royal Wolverhampton NHS Trust,12818,0,5773,18591,0.806132001872367,NA,0.9916854321843063,0.8637512774998656,277,2
RXW,The Shrewsbury And Telford Hospital NHS Trust,10315,0,1755,12070,0.7179835191468735,NA,0.9868945868945869,0.7570836785418392,747,12
RWD,United Lincolnshire Hospitals NHS Trust,8449,0,8434,16883,0.5270446206651674,NA,0.9579084657339341,0.7422851388971154,1201,2
RRK,University Hospitals Birmingham NHS Foundation Trust,31358,0,828,32186,0.7036163020600804,NA,1,0.71124091219785,2020,1
RKB,University Hospitals Coventry And Warwickshire NHS Trust,7625,1442,7482,16549,0.7173770491803279,0.9916782246879334,0.9840951617214648,0.8618647652426128,306,0
RTG,University Hospitals Of Derby And Burton NHS Foundation Trust,14759,0,12516,27275,0.6044447455789688,NA,0.9682806008309364,0.7714023831347387,475,1
RWE,University Hospitals Of Leicester NHS Trust,18218,1438,0,19656,0.6646723021187836,0.9700973574408901,NA,0.68701668701668706,1040,0
RJE,University Hospitals Of North Midlands NHS Trust,14256,362,6651,21269,0.6636503928170595,1,0.9791008870846489,0.7680191828482769,539,0
RBK,Walsall Healthcare NHS Trust,6869,0,3541,10410,0.8753821516960256,NA,1,0.9177713736791546,195,2
RWP,Worcestershire Acute Hospitals NHS Trust,11812,0,4070,15882,0.7441584828987471,NA,1,0.8097216975192041,659,0
RLQ,Wye Valley NHS Trust,5526,0,0,5526,0.757871878393051,NA,NA,0.757871878393051,173,0
RCF,Airedale NHS Foundation Trust,5733,300,3,6036,0.8475492761207047,1,1,0.8552021206096753,0,0
RFF,Barnsley Hospital NHS Foundation Trust,8883,0,0,8883,0.7704604300348982,NA,NA,0.7704604300348982,124,0
RAE,Bradford Teaching Hospitals NHS Foundation Trust,11534,0,0,11534,0.8501820704005549,NA,NA,0.8501820704005549,675,0
NNF09,Bransholme Health Centre,0,0,2856,2856,NA,NA,0.9681372549019608,0.9681372549019608,0,0
RWY,Calderdale And Huddersfield NHS Foundation Trust,13432,0,0,13432,0.8822215604526504,NA,NA,0.8822215604526504,326,0
RXP,County Durham And Darlington NHS Foundation Trust,12242,0,5305,17547,0.8280509720633883,NA,1,0.8800364734712487,462,0
RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,12253,0,3571,15824,0.7811148290214641,NA,1,0.8305106167846309,649,0
NNF94,East Riding Community Hospital,0,0,2271,2271,NA,NA,0.9977983267283135,0.9977983267283135,0,0
RR7,Gateshead Health NHS Foundation Trust,4951,0,2439,7390,0.9052716622904464,NA,0.993849938499385,0.9345060893098782,90,0
NNFA7,Goole & District Hospital,0,0,1168,1168,NA,NA,0.9837328767123288,0.9837328767123288,0,0
RCD,Harrogate And District NHS Foundation Trust,4368,0,534,4902,0.8468406593406593,NA,0.99812734082397,0.8633210934312525,8,0
RWA,Hull University Teaching Hospitals NHS Trust,10410,0,0,10410,0.6975984630163304,NA,NA,0.6975984630163304,592,0
RV9,Humber Teaching NHS Foundation Trust,0,0,438,438,NA,NA,0.9954337899543378,0.9954337899543378,0,0
RR8,Leeds Teaching Hospitals NHS Trust,17810,0,7710,25520,0.7357664233576642,NA,1,0.8155956112852665,1265,0
ARN03,Local Care Direct,0,0,1358,1358,NA,NA,1,1,0,0
RXF,Mid Yorkshire Hospitals NHS Trust,17379,0,4334,21713,NA,NA,NA,NA,1354,0
RNN,North Cumbria Integrated Care NHS Foundation Trust,7558,0,1280,8838,0.8193966657845991,NA,1,0.8455532926001358,191,0
RVW,North Tees And Hartlepool NHS Foundation Trust,3322,0,9414,12736,NA,NA,NA,NA,65,0
RJL,Northern Lincolnshire And Goole NHS Foundation Trust,12188,0,392,12580,0.7146373482113554,NA,1,0.7235294117647059,600,0
RTF,Northumbria Healthcare NHS Foundation Trust,8007,0,9326,17333,0.9098288997127514,NA,0.9948530988633927,0.9555760687705532,0,0
RCU,Sheffield Children's NHS Foundation Trust,3868,0,107,3975,0.9800930713547052,NA,1,0.98062893081761,0,0
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,10773,710,5518,17001,0.6509793001021071,1,0.9949256977165639,0.777189577083701,405,3
RTR,South Tees Hospitals NHS Foundation Trust,8953,0,3986,12939,0.8030827655534458,NA,0.9992473657802308,0.8635134090733442,589,0
R0B,South Tyneside And Sunderland NHS Foundation Trust,11951,1301,5889,19141,0.8547401891055142,0.9938508839354343,0.9967736457802683,0.9078940494227052,77,0
RXG,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,NA,NA,NA,NA,0,0
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,10506,1289,4668,16463,0.883495145631068,0.9736229635376261,1,0.9235862236530401,54,1
RFR,The Rotherham NHS Foundation Trust,8725,0,0,8725,NA,NA,NA,NA,132,0
NNF76,The Wilberforce Health Centre,0,0,2149,2149,NA,NA,1,1,0,0
AJN,Workington Health Limited,0,0,331,331,NA,NA,1,1,0,0
RCB,York Teaching Hospital NHS Foundation Trust,10763,352,5044,16159,0.7122549475053424,1,0.9972244250594766,0.8074757101305774,462,4
RBS,Alder Hey Children's NHS Foundation Trust,5515,0,0,5515,0.927107887579329,NA,NA,0.927107887579329,0,0
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,6248,0,9703,15951,0.5822663252240717,NA,0.9998969390910027,0.8363112030593693,1216,33
RMC,Bolton NHS Foundation Trust,9694,0,821,10515,0.7207551062512895,NA,0.9098660170523751,0.7355206847360913,469,9
RY2,Bridgewater Community Healthcare NHS Foundation Trust,0,0,4106,4106,NA,NA,1,1,0,0
RJR,Countess Of Chester Hospital NHS Foundation Trust,6409,0,745,7154,0.8110469652051803,NA,1,0.8307240704500979,172,0
RJN,East Cheshire NHS Trust,4009,0,41,4050,0.6757296083811424,NA,1,0.6790123456790124,175,8
RXR,East Lancashire Hospitals NHS Trust,10472,0,6152,16624,0.7982238349885409,NA,0.9380689206762028,0.8499759384023099,421,7
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,6530,0,8226,14756,0.6459418070444104,NA,0.9814004376367614,0.8329493087557603,1479,30
RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,NA,NA,NA,NA,0,0
REM,Liverpool University Hospitals NHS Foundation Trust,18066,303,5798,24167,0.8017270009963468,1,1,0.8517813547399347,548,0
REP,Liverpool Women's NHS Foundation Trust,0,1032,0,1032,NA,0.9777131782945736,NA,0.9777131782945736,0,0
R0A,Manchester University NHS Foundation Trust,28471,2582,5724,36777,0.7350988725369675,0.9690162664601084,0.9737945492662474,0.7886722679935829,808,0
RW4,Mersey Care NHS Foundation Trust,0,0,2561,2561,NA,NA,1,1,0,0
RBT,Mid Cheshire Hospitals NHS Foundation Trust,6703,0,1730,8433,0.661345666119648,NA,0.9936416184971099,0.7295150005929089,360,0
Y02532,Miriam Minor Emergency,0,0,1241,1241,NA,NA,1,1,0,0
RTV,North West Boroughs Healthcare NHS Foundation Trust,0,0,4579,4579,NA,NA,1,1,0,0
RW6,Pennine Acute Hospitals NHS Trust,14486,0,4021,18507,0.727253900317548,NA,0.9577219597115145,0.7773274977035716,805,21
AC008,Rossendale Minor Injuries Unit,0,0,905,905,NA,NA,0.9988950276243094,0.9988950276243094,0,0
RM3,Salford Royal NHS Foundation Trust,8284,0,454,8738,0.755794302269435,NA,1,0.7684824902723736,127,0
NQT5F,Skelmersdale Walk In Centre,0,0,604,604,NA,NA,0.7847682119205298,0.7847682119205298,0,0
RVY,Southport And Ormskirk Hospital NHS Trust,6942,0,1965,8907,0.7938634399308556,NA,1,0.8393398450656787,448,0
RBN,St Helens And Knowsley Teaching Hospitals NHS Trust,10586,0,4816,15402,0.6905346684300019,NA,0.997093023255814,0.7863913777431503,531,0
RWJ,Stockport NHS Foundation Trust,8932,0,0,8932,0.7821316614420063,NA,NA,0.7821316614420063,455,0
RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,8443,0,1696,10139,0.7751983891981523,NA,1,0.8128020514843673,212,0
RBV,The Christie NHS Foundation Trust,0,0,0,0,NA,NA,NA,NA,0,0
RET,The Walton Centre NHS Foundation Trust,0,0,0,0,NA,NA,NA,NA,0,0
RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,7949,0,1905,9854,0.8364574160271733,NA,0.9816272965879265,0.864522021514106,165,4
RWW,Warrington And Halton Teaching Hospitals NHS Foundation Trust,7471,0,2386,9857,0.7163699638602596,NA,0.9928751047778709,0.7833012072638734,946,0
RY7,Wirral Community Health And Care NHS Foundation Trust,0,0,1552,1552,NA,NA,1,1,0,0
RBL,Wirral University Teaching Hospital NHS Foundation Trust,8505,0,1842,10347,0.708994708994709,NA,0.999457111834962,0.7607035855803614,272,0
RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust",8399,0,4067,12466,0.848315275628051,NA,0.9995082370297517,0.8976415851115033,255,4
RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,9551,0,916,10467,0.8227410742330646,NA,1,0.8382535588038598,106,5
NTV0B,Ashford Walk-In-Centre,0,0,2510,2510,NA,NA,0.998804780876494,0.998804780876494,0,0
NQT10,Assura Reading Llp,0,0,0,0,NA,NA,NA,NA,0,0
RWX,Berkshire Healthcare NHS Foundation Trust,0,0,1640,1640,NA,NA,0.9823170731707317,0.9823170731707317,0,0
Y04538,Bracknell Urgent Care Centre Wic,0,0,285,285,NA,NA,1,1,0,0
Y02676,Brighton Station Health Centre,0,0,853,853,NA,NA,1,1,0,0
RXQ,Buckinghamshire Healthcare NHS Trust,6828,1135,3460,11423,0.7006444053895724,1,0.9991329479768786,0.8208001400682833,503,0
RN7,Dartford And Gravesham NHS Trust,9810,0,1482,11292,0.9133537206931702,NA,0.9993252361673415,0.9246369110874956,83,0
Y00751,East Berks Primary Care Ooh(Wam),0,0,0,0,NA,NA,NA,NA,0,0
RVV,East Kent Hospitals University NHS Foundation Trust,16640,0,3700,20340,0.7782451923076923,NA,0.9991891891891892,0.8184365781710915,433,0
RXC,East Sussex Healthcare NHS Trust,9373,0,2352,11725,0.9031260002133789,NA,1,0.9225586353944563,75,0
Y02816,Eastbourne Station Health Centre,0,0,417,417,NA,NA,1,1,0,0
NDJ,First Community Health And Care Cic,0,0,1113,1113,NA,NA,1,1,0,0
RDU,Frimley Health NHS Foundation Trust,19716,0,0,19716,NA,NA,NA,NA,101,0
RN5,Hampshire Hospitals NHS Foundation Trust,10533,0,358,10891,0.8582550080698756,NA,1,0.8629143329354513,894,0
NDA57,Haslemere Minor Injuries Unit,0,0,609,609,NA,NA,0.9983579638752053,0.9983579638752053,0,0
Y03051,Hastings Med P & Walkin,0,0,810,810,NA,NA,1,1,0,0
R1F,Isle Of Wight NHS Trust,2657,0,1991,4648,0.9209634926608957,NA,1,0.9548192771084337,82,1
RYY,Kent Community Health NHS Foundation Trust,0,0,4926,4926,NA,NA,0.9965489240763297,0.9965489240763297,0,0
RWF,Maidstone And Tunbridge Wells NHS Trust,14106,0,2176,16282,0.9377569828441797,NA,0.9889705882352942,0.9446014003193711,51,0
RPA,Medway NHS Foundation Trust,6926,0,3360,10286,0.7317354894600058,NA,0.919345238095238,0.7930196383433793,230,2
RNU,Oxford Health NHS Foundation Trust,0,0,2914,2914,NA,NA,0.955044612216884,0.955044612216884,0,0
RTH,Oxford University Hospitals NHS Foundation Trust,10758,1319,398,12475,0.828592675218442,1,0.9974874371859297,0.8521042084168337,225,0
AQN04,Phl Lymington Utc,0,0,1712,1712,NA,NA,0.9970794392523364,0.9970794392523364,0,0
RHU,Portsmouth Hospitals University National Health Service Trust,8580,566,2301,11447,NA,NA,NA,NA,145,0
NTP11,Practice Plus Group Hospital - Southampton,0,0,4316,4316,NA,NA,0.997451343836886,0.997451343836886,0,0
NTPAD,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,5253,5253,NA,NA,0.9484104321340187,0.9484104321340187,0,0
RPC,Queen Victoria Hospital NHS Foundation Trust,0,0,802,802,NA,NA,0.9987531172069826,0.9987531172069826,0,0
RHW,Royal Berkshire NHS Foundation Trust,10665,1849,0,12514,0.8719174871073605,0.9902650081124933,NA,0.8894038676682116,88,0
RA2,Royal Surrey County Hospital NHS Foundation Trust,6150,0,0,6150,0.7982113821138211,NA,NA,0.7982113821138211,27,0
RW1,Southern Health NHS Foundation Trust,0,0,704,704,NA,NA,1,1,0,0
RTP,Surrey And Sussex Healthcare NHS Trust,8823,0,740,9563,0.9517171030261816,NA,1,0.9554533096308689,110,0
RDR,Sussex Community NHS Foundation Trust,0,0,9080,9080,NA,NA,0.9975770925110132,0.9975770925110132,1,0
RHM,University Hospital Southampton NHS Foundation Trust,9518,1145,0,10663,0.872137003572179,0.9493449781659389,NA,0.8804276470036575,32,0
RYR,University Hospitals Sussex NHS Foundation Trust,17708,1454,8563,27725,0.814772983962051,0.9889958734525447,0.941258904589513,0.86297565374211,635,11
G82071,Whitstable Medical Practice,0,0,2875,2875,NA,NA,1,1,0,0
NTV0W,Woking Walk In Centre,0,0,2529,2529,NA,NA,0.9956504547251879,0.9956504547251879,0,0
RJ8,Cornwall Partnership NHS Foundation Trust,0,0,0,0,NA,NA,NA,NA,0,0
RBD,Dorset County Hospital NHS Foundation Trust,4169,0,1859,6028,0.8064284000959463,NA,1,0.8661247511612475,23,0
RDY,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,NA,NA,NA,NA,0,0
DD401,Exmouth Minor Injury Unit,0,0,1078,1078,NA,NA,1,1,0,0
RTQ,Gloucestershire Health And Care NHS Foundation Trust,0,0,3427,3427,NA,NA,0.9962065946892326,0.9962065946892326,0,0
RTE,Gloucestershire Hospitals NHS Foundation Trust,9401,0,2268,11669,0.6457823635783427,NA,0.9947089947089947,0.713600137115434,722,1
RN3,Great Western Hospitals NHS Foundation Trust,5113,0,4088,9201,0.7297085859573635,NA,0.9461839530332681,0.8258884903814803,310,0
RVJ,North Bristol NHS Trust,7945,0,0,7945,0.7426054122089364,NA,NA,0.7426054122089364,463,6
RBZ,Northern Devon Healthcare NHS Trust,4092,0,0,4092,0.8636363636363636,NA,NA,0.8636363636363636,109,2
L83087,Okehampton Medical Centre,0,0,97,97,NA,NA,1,1,0,0
NQT5H,Paulton Memorial Hospital,0,0,513,513,NA,NA,0.9941520467836257,0.9941520467836257,0,0
REF,Royal Cornwall Hospitals NHS Trust,5691,0,8306,13997,0.6445264452644527,NA,0.9848302431976884,0.8464671000928771,708,25
RH8,Royal Devon And Exeter NHS Foundation Trust,7410,0,2028,9438,0.6940620782726046,NA,1,0.7598008052553508,387,8
RD1,Royal United Hospitals Bath NHS Foundation Trust,6553,0,915,7468,0.7710972073859301,NA,0.9825136612021858,0.7970005356186395,95,0
RNZ,Salisbury NHS Foundation Trust,4231,243,912,5386,0.8087922476955802,1,1,0.8497957668028221,126,0
NLX,Sirona Care & Health,0,0,7520,7520,NA,NA,0.9940159574468085,0.9940159574468085,0,0
RH5,Somerset NHS Foundation Trust,6133,0,6774,12907,0.8154247513451818,NA,0.9889282550930026,0.9064848531804447,33,0
RYF,South Western Ambulance Service NHS Foundation Trust,0,0,1504,1504,NA,NA,0.9980053191489362,0.9980053191489362,0,0
AAH,Tetbury Hospital Trust Ltd,0,0,155,155,NA,NA,1,1,0,0
RA9,Torbay And South Devon NHS Foundation Trust,5591,0,2353,7944,0.7785727061348596,NA,1,0.844159113796576,162,2
RA7,University Hospitals Bristol And Weston NHS Foundation Trust,12921,1802,0,14723,0.7167401903877408,0.9827968923418424,NA,0.7493038103647355,1077,71
R0D,University Hospitals Dorset NHS Foundation Trust,12700,1129,1584,15413,NA,NA,NA,NA,199,0
RK9,University Hospitals Plymouth NHS Trust,8357,133,3563,12053,NA,NA,NA,NA,291,13
AXG,Wiltshire Health & Care,0,0,947,947,NA,NA,0.996832101372756,0.996832101372756,0,0
RA4,Yeovil District Hospital NHS Foundation Trust,4688,0,0,4688,0.9445392491467577,NA,NA,0.9445392491467577,10,0
